266/2017; 22/03/2017; 24/03/2017; Vereador;»»NEURI LUIZ MANTELLI;Aprovada;INDICANDO-LHE:Que; seja; realizado estudo a fim de incluir a Rua 25 de Julho, loteamento Vale das Hortênsias, Bairro Efapi, nas próximasetapas de asfaltamento das ruas da cidade. Solicito também, atendendo pedido dos moradores, que enquanto não se fazasfalto nesta rua, que seja realizada de forma emergencial patrolamento e cascalhamento para melhorar o tráfego. Devidoàs chuvas dos últimos meses e o movimento constante de veículos, abriram-se vários buracos, e o barro e a poeira temcausado transtornos aos pedestres, por isso desta solicitação.
267/2017; 22/03/2017; 23/03/2017; Vereador;»»JATIR JOSE BALBINOT;Aprovada;INDICANDO-LHE:Foi; recebida; por este Vereador, solicitações para que seja feita a recuperação asfáltica na rotatória da Avenida SenadorAtílio Fontana com a Rua Vitório Cadore, no Bairro Efapi, pois a rua se encontra esburacada e o movimento é constante, oque danifica cada vez mais a pavimentação, causando transtorno para o trânsito, pedestres e moradores.Esta indicação é referente a diversos pedidos de moradores e demais pessoas que transitam pelo local.Solicito o apoio dos Nobres Vereadores para aprovação da presente indicação.
268/2017; 22/03/2017; 23/03/2017; Vereador;»»JATIR JOSE BALBINOT;Aprovada;INDICANDO-LHE:Que; sejam; refeitas as pinturas das faixas de "retenção" e "pare" e a colocação de placas de sinalizações na Rua Hermes daFonseca com a Rua Brusque, no Bairro Bela Vista. Trata-se de um local bastante movimentado por veículos e pedestres,por isso se faz necessária a manutenção da via o quanto antes.Solicito o apoio dos Nobres Vereadores para aprovação da presente indicação.
14/01/2020 as 15:21:33 Página 48/547Câmara Municipal de ChapecóProposição por Período (entre 01/01/2017 e 31/12/2019)Tipo: IndicaçãoNúmero Reunião Deliberação Origem Situação269/2017; 22/03/2017; 23/03/2017; Vereador;»»ADÃO VALCIR TEODORO;Aprovada;INDICANDO-LHE:Que; a; Prefeitura Municipal encaminhe ao órgão competente, solicitando que cobrem dos moradores da Rua Corruíra, notrecho entre a Rua Cunha Porã e a Rua Uru, no Bairro Efapi, para que providenciem com urgência a construção dascalçadas que ficam em frente a Escola Fedelino Machado e a Escola Tancredo de Almeida Neves.O fluxo de alunos que trafegam é grande naquela localização e o fato de não ter calçadas obriga os mesmos a andarempelas ruas, colocando muitas vezes a vida destas crianças em risco.
270/2017; 23/03/2017; 24/03/2017; Vereador;»»ILDO ADÃO ANTONINI;Aprovada;INDICANDO-LHE:Que; a; Administração Municipal junto com Secretária de Serviços Urbanos, construa uma lombada na Rua Rui Barbosa,após o colégio Dinâmico.Esta indicação se faz necessária, para atender as solicitações dos moradores, tendo em vista que há placas sinalizando, masnão há lombada no referido local.
271/2017; 23/03/2017; 24/03/2017; Vereador;»»ILDO ADÃO ANTONINI;Aprovada;INDICANDO-LHE:Que; a; Administração Municipal junto com Secretaria de Serviços Urbanos, esteja realizando estudos para mudar o localatual da faixa de pedestres, localizada na Rua São Pedro, em frente ao mercado BIG e se possível que seja reposicionadaantes da parada de ônibus, tornando a passagem mais segura.Esta indicação se faz necessária, para atender as solicitações dos pedestres que fazem a utilização da faixa, tendo em vistaque a mesma fica em frente de uma parada de ônibus, dessa forma, prejudicando a passagem dos pedestres, pois fica muitosuscetível a acidentes.
272/2017; 23/03/2017; 24/03/2017; Vereador;»»ILDO ADÃO ANTONINI;Aprovada;INDICANDO-LHE:Que; a; Administração Municipal junto com Secretaria de Serviços Urbanos, verifique se há normas para o afastamento delixeiras das esquinas, em caso positivo quanto à normatização, que essas sejam retiradas e adequadas as normas. Aslixeiras estão localizadas nas esquinas das Ruas Florianópolis, Rua Itapetininga e Rua Rui Barbosa.Esta indicação se faz necessária, para atender as solicitações dos moradores, tendo em vista que o local onde as lixeiras seencontram, prejudica o fluxo de carros e a visibilidade.
273/2017; 23/03/2017; 24/03/2017; Vereador;»»ILDO ADÃO ANTONINI;Aprovada;INDICANDO-LHE:Que; a; Administração Municipal junto com Secretaria de Serviços Urbanos, esteja concertando duas Bocas de Lobo, naRua Palmeiras, esquina com a São Miguel, em frente ao n° 413. Esta indicação se faz necessária, para atender assolicitações dos moradores, tendo em vista os problemas apresentados nessa região.
274/2017; 23/03/2017; 24/03/2017; Vereador;»»ILDO ADÃO ANTONINI;Aprovada;INDICANDO-LHE:Que; a; Administração Municipal junto com Defesa do Cidadão, esteja realizando estudos para a criação de umestacionamento na Rua Rui Barbosa, atrás da Escola Bom Pastor.Esta indicação se faz necessária, para atender as solicitações dos moradores e pais de alunos, que necessitam desse localpara estacionar.
275/2017; 23/03/2017; 24/03/2017; Vereador;»»ILDO ADÃO ANTONINI;Aprovada;14/01/2020; as; 15:21:33 Página 49/547Câmara Municipal de ChapecóProposição por Período (entre 01/01/2017 e 31/12/2019)Tipo: IndicaçãoNúmero Reunião Deliberação Origem SituaçãoINDICANDO-LHE:Que a Administração Municipal junto com Secretaria de Serviços Urbanos, esteja realizando estudos para fazer orecapeamento da Rua Palmeiras, trecho compreendido entre a Rua Rui Barbosa e a Rua Curitiba.Esta indicação se faz necessária, para atender as solicitações dos moradores, tendo em vista que, a via danificada acarretaprejuízos aos veículos e também ao tráfego na região.
276/2017; 23/03/2017; 24/03/2017; Vereador;»»ILDO ADÃO ANTONINI;Aprovada;INDICANDO-LHE:Que; a; Administração Municipal junto com Secretaria de Serviços Urbanos, esteja realizando estudo para que seja feitorecapeamento na Rua Lírio do Campo, localizada no Bairro Paraíso.Esta indicação se faz necessária, para atender as solicitações dos moradores, destacando ainda que nesse trajeto, há apenasdois quarteirões que não foram contemplados com o asfalto, além disso, no Abaixo-assinado consta que já há maquinastrabalhando na Rua Sete de Setembro, desta forma, destaca-se que é possível a realização do recapeamento com o menordeslocamento do maquinário.Conforme Abaixo-assinado anexo.
277/2017; 23/03/2017; 24/03/2017; Vereador;»»ILDO ADÃO ANTONINI;Aprovada;INDICANDO-LHE:Que; a; Administração Municipal junto com Secretaria de Serviços Urbanos, realize estudo para ampliar a Rua índio Condá,alargando esta com mais duas pistas.Esta indicação se faz necessária, para atender as solicitações dos motoristas, que utilizam a via, tendo em vista, o grandecongestionamento de carros na região, destacando ainda que é possível a realização dessa obra utilizando a parte doestacionamento, que se localiza próximo ao semáforo, uma vez que o local possui a capacidade para comportar quatropistas.
278/2017; 23/03/2017; 24/03/2017; Vereador;»»ILDO ADÃO ANTONINI;Aprovada;INDICANDO-LHE:Que; a; Administração Municipal junto com Secretaria de Serviços Urbanos, esteja realizando estudos para fazer orecapeamento na Rua Rui Barbosa, trecho compreendido entre a Rua Lauro Muller até a Rua Florianópolis.Esta indicação se faz necessária, para atender as solicitações dos moradores, tendo em vista os problemas apresentadosnessa região.
279/2017; 23/03/2017; 24/03/2017; Vereador;»»ILDO ADÃO ANTONINI;Aprovada;INDICANDO-LHE:Que; a; Administração Municipal junto com Secretaria de Serviços Urbanos, realize a troca do lugar onde se encontra alixeira da Rua Palmeiras com a Rua Curitiba, desta forma, reposicionando a mesma para a parte baixa da rua, devido aofato desse local ser mais amplo, permitindo assim maior visibilidade.Esta indicação se faz necessária, para atender as solicitações dos moradores, tendo em vista que o local atual da lixeiraprejudica o tráfego de veículos na via.
280/2017; 23/03/2017; 04/04/2017; Vereador;»»NEURI LUIZ MANTELLI;Aprovada;INDICANDO-LHE:Que; seja; realizado estudo pelo Departamento de Trânsito a fim de verificar a possibilidade de proibição de trafego decaminhões articulados na Rua Curitiba, nos quarteirões das imediações do cruzamento com a Lauro Mueller. Nesta rua enas imediações, segundo moradores, os caminhões têm deixado de transitar pela rua Uruguai devido aos semáforos e temoptado por passar pela rua Curitiba e Lauro Muller, causando transtornos aos motoristas e moradores das proximidades,devido ao tamanho dos caminhões e as dificuldades de manobrar. Solicito, portanto, que se verifique a possibilidade dealterações do trânsito a fim de melhorar a fluidez e segurança no local.
281/2017; 23/03/2017; 04/04/2017; Vereador;»»NEURI LUIZ MANTELLI;Aprovada;14/01/2020; as; 15:21:33 Página 50/547Câmara Municipal de ChapecóProposição por Período (entre 01/01/2017 e 31/12/2019)Tipo: IndicaçãoNúmero Reunião Deliberação Origem SituaçãoINDICANDO-LHE:Que seja realizada verificação na Rua Paulo Afonso, esquina com São Leopoldo, Bairro Esplanada, para realizarampliação na tubulação de captação de água da chuva, a fim de impedir que a água continue a invadir residências nasproximidades em dias de fortes chuvas. Neste local, segundo moradores, quando ocorrem fortes chuvas, a água invade onúmero 134 da Rua Paulo Afonso, causando transtorno aos moradores, por isso desta solicitação para verificação e estudo.
282/2017; 23/03/2017; 24/03/2017; Vereador;»»CLAIMAR CESAR DE CONTO;Aprovada;INDICANDO-LHEQue; seja; colocado um contâiner de lixo reciclável e orgânico na Rua Osvaldo Cruz esquina com a Delfin Moreira da CostaRibeiro N° 111-E no Bairro São Cristóvão. A presente indicação é uma necessidade dos moradores e empresários da ruasupracita.
283/2017; 23/03/2017; 24/03/2017; Vereador;»»CLAIMAR CESAR DE CONTO;Aprovada;INDICANDO-LHEQue; encaminhe; ao setor responsável, para que se faça um estudo e se possível seja proibido o estacionamento e parada deveículos em um dos lados da Travessa Argélia, no Bairro Maria Goretti. Destacamos que a travessa fica esquina com a RuaMal. Floriano Peixoto, onde está localizada a Arena Condá, juntamente com a Secretaria de Saúde. Existe grande fluxo decarros e pedestres diariamente, sendo assim, gerando congestionamento e acidentes na região. Diante dos fatos peço apoiodos nobres vereadores para aprovação da presente indicação.
284/2017; 23/03/2017; 04/04/2017; Vereador;»»NEURI LUIZ MANTELLI;Aprovada;INDICANDO-LHE:Que; seja; realizado estudo a fim de incluir as duas últimas quadras da Rua Curuira, Bairro Jardim do Lago, nas próximasetapas de asfaltamento das ruas da cidade. Nas duas quadras que não estão asfaltadas, há adesão por parte dos moradores,sendo necessário verificação e estudo a fim de que sejam asfaltadas.
285/2017; 23/03/2017; 24/03/2017; Vereador;»»MARCILEI ANDREA P. VIGNATTI;Aprovada;INDICANDO-LHE:Que; seja; feita britagem na Rua Amaro Possebom, próximo a residência nº 925 E, Bairro Jardim do Lago. Se faz necessáriopois a poeira e a lama dificultam a vida dos moradores da rua., que se encontra em péssimas condições necessitando demelhorias urgentes.
286/2017; 23/03/2017; 24/03/2017; Vereador;»»MARCILEI ANDREA P. VIGNATTI;Aprovada;INDICANDO-LHE:Que; seja; feita a instalação de lombadas físicas na Rua Bolívia, no Bairro Líder. O pedido dos moradores já foiencaminhado por diversas vezes Nesta Casa Legislativa., no entanto, na prática, apenas uma lombada foi instalada. Deacordo com os moradores, as placas para mais duas lombadas foram colocadas antes de outubro de 2016, mas até omomento, as mesmas não foram instaladas. A preocupação deve-se a alta velocidade dos carros no trajeto, que é uma áreaescolar. Ou seja, o perigo de acidentes torna a implantação dessas lombadas uma ação urgente.
287/2017; 24/03/2017; 04/04/2017; Vereador;»»CLEITON MARCIO FOSSÁ;Aprovada;INDICANDO-LHE:Foi; recebida; por este gabinete a solicitação vinda dos moradores dos Loteamentos Monte Castelo e Expoente, localizadosno Bairro Progresso, de que os canteiros e calçadas públicas de acesso a ambos os condomínios estão mal conservados etomados por mato.São por essas razões que solícito o apoio dos nobres Vereadores para aprovação da presente indicação, para fins demanutenção dos canteiros e calçadas dos supracitados loteamentos.
288/2017; 24/03/2017; 04/04/2017; Vereador;»»CLEBER CECCON;Aprovada;14/01/2020; as; 15:21:33 Página 51/547Câmara Municipal de ChapecóProposição por Período (entre 01/01/2017 e 31/12/2019)Tipo: IndicaçãoNúmero Reunião Deliberação Origem SituaçãoINDICANDO-LHE:Que seja realizada pela Secretaria de Serviços Urbanos e Infra Estrutura, colocação de uma nova trave e tela de proteçãoem torno do campinho de futebol, bem como, a recolocação de areia no parquinho da Praça de lazer, Bernardete Roman,localizada na Avenida Fernando Machado, esquina com a Rua Acácias no centro. Pois a mesma se encontra com poucaareia para as crianças brincar, oferecendo melhores condições para as famílias, que usufruem deste local. Além disso quesejam realizadas melhorias no parque como um todo, colocação de bancos, iluminação, pintura e limpeza em geral. Este éum pedido das lideranças e moradores. Fotos em anexo.
289/2017; 24/03/2017; 04/04/2017; Vereador;»»DELVINO DALL ROSA;Aprovada;INDICANDO-LHE:Que; seja; realizada pintura de faixa de pedestre e sinalização de Pare nas ruas com pavimentação asfáltica do Bairro BelaVista. O movimento é intenso e no geral as vias não estão sinalizadas, sendo que o movimento é intenso tanto de veículoscomo também de pedestres. Importante que as pinturas sejam realizadas para evitar futuros acidentes.
